id,title,fr-CA,fr-CA_name
567772218,Why it’s nearly time to reduce exposure to longer-term bonds,,
570061106,Delivering on our promises,,
570220228,The U.S. tries to tackle soaring drug prices,,
571501200,"After 40 days and 40 nights, election won't shift economic tides",,
572099096,"Cautious Bank of Canada holds interest rate steady, signals economic tests lie ahead",,
572105220,U.S. Federal Reserve lowers rates again to support ongoing growth,,
574636350,In session: our first MD Physician Council meeting,,
575035418,Fighting climate change: Send a message with your investments,,
576506182,Global earnings are weak but beating expectations,,
579550260,The Bank of Canada holds rates on housing market concerns,,
579578900,Spending and stocks: How the holidays affect your holdings,,
579582164,People power: The demographic dividend pays off in emerging markets,,
580647166,Year of the IPO: Better to catch a ride on a unicorn than to invest in one,,
580847894,Why Canada’s housing and household debt risks remain contained,,
580858918,The U.S. Federal Reserve takes the patient approach: Leaves target rate range  unchanged,,
583270083,Boris' majority a good thing for British equities,,
583274973,Will impeaching President Trump derail the U.S. Economy?,,
590657379,International conflict: What worsening U.S.-Iran relations means for markets and your portfolio,,
591896208,Investing in 5G,,
593813571,Saving room to go lower: The Bank of Canada holds rates steady,,
596061384,Staying supportive: The U.S. Federal Reserve holds on rates to kick off 2020,596061561,"Accommodante, la Réserve fédérale laisse ses taux inchangés en amorce à 2020"
597192264,"As doctors prepare to treat coronavirus, what does the outbreak mean for investors?",597193737,"Pour les médecins, le coronavirus est l’ennemi à abattre, mais qu’en est-il pour les investisseurs?"
599463699,Decade in review: The 2010s were exceptional,599465148,Bilan d’une décennie exceptionnelle
600131190,Expect fixed income returns to moderate going forward,600375441,Titres à revenu fixe : rendements à venir plus modérés
602922543,Responsible investing considerations can create opportunities... even in the automobile industry,602923131,Des possibilités de placement responsables... même dans le secteur automobile
604679643,Containing coronavirus: Short-term market conditions have changed,604680936,Coronavirus : les conditions à court terme du marché viennent de changer
605915988,The Bank of Canada and the U.S. Federal Reserve cut rates in support of the global economy,605921289,La Banque du Canada et la Réserve fédérale américaine abaissent leurs taux pour soutenir l’économie mondiale
605974968,Responsible investing isn't just a trend — it's about risk management,605977992,"L’investissement responsable, c’est aussi un outil de gestion du risque"
606537402,Market update: Oil price shock and continuing coronavirus uncertainty,,
607421682,Soothing the economic impact of COVID-19: Coordinated central bank policy and more,,
608534028,Portfolio positioning update: Dealing with current market conditions,,
609356853,"Episode 1: COVID-19 market update: Craig Maddock on markets, our outlook, and our strategy",,
610064688,COVID-19 market update: China coming back online?,610066647,COVID-19 et mise à jour sur les marchés : la Chine est-elle de retour?
610882176,The Bank of Canada takes further steps to support financial markets,610883985,Banque du Canada : nouvelles mesures de soutien des marchés financiers
611391909,Episode 2: Craig Maddock and Ian Taylor on Q1 2020: Reviewing market and MD Portfolio performance amid the COVID-19 pandemic,611470230,Marchés et rendement des portefeuilles MD dans le contexte de la COVID-19 : Craig Maddock et Ian Taylor discutent du T1 de 2020
612232536,What does a negative oil price mean?,,
612583185,Episode 3: Quantitative easing and why it’s important to global markets,612701277,Qu’est l’assouplissement quantitatif
612623994,The U.S. Federal Reserve will hold rates until it’s confident the economy has weathered the storm,612624597,La Réserve fédérale américaine maintiendra les taux jusqu’à ce qu’elle soit certaine que l’économie a traversé la tempête
614316681,Episode 4: What is value investing? What is growth investing? And why does it matter today?,614432751,Que sont les placements de valeur et les placements de croissance? Pourquoi sont-ils importants?
616404440,Adjusting to the new normal – Adjusting to the COVID-19 pandemic,,
616419083,Episode 5: Ian Taylor provides an update on the U.S.-China relationship,616422353,Ian Taylor fait le point sur la relation sino-américaine
616793210,The Bank of Canada holds rates steady as financial conditions begin to improve,616794317,Début d’amélioration des conditions financières : maintien des taux de la Banque du Canada
617680181,Cautious U.S. Federal Reserve holds rates near zero,617680907,"Prudente, la Réserve fédérale des États-Unis maintient ses taux près de zéro"
618449834,Episode 6: What’s up with bond yields? Wesley Blight explains.,618452429,Que se passe-t-il avec les taux de rendement obligataires? Wesley Blight l’explique.
619736795,"COVID-19 market update: Lockdowns easing, global cases rising",619737323,Les marchés à l’ère de la COVID-19: déconfinement et poussée mondiale du nombre de cas
620498498,Why are equities so expensive amid the pandemic?,620499626,Pourquoi les évaluations boursières sont-elles si élevées au cœur de la pandémie?
621571778,The Bank of Canada marches on with supportive policy,621572387,La Banque du Canada maintient sa politique de soutien
622714973,Episode 7: Living through the pandemic - Q2 2020 review and outlook,622720502,Épisode 8 : Survivre à la pandémie – examen du deuxième trimestre de 2020 et perspectives
623716493,U.S. Federal Reserve holds near zero: Ongoing health crisis still a risk,623717351,"Consciente du risque que pose la crise sanitaire, la Réserve fédérale maintient ses taux près de zéro"
626932562,Is gold worth its weight in your portfolio?,628422062,"L’or, un placement qui en vaut le coup"
628855562,Episode 8: The pandemic and private equity,628894241,La pandemie et le capital-investissement
629887007,Bank of Canada: Policy and support to continue as is,,
630912101,U.S. election speculation and your investments,630914207,Vos placements et les conjectures électorales aux États-Unis
631081721,"As expected, the Fed will hold rates near zero",631081820,"Comme prévu, la Réserve fédérale maintiendra ses taux près de zéro"
633992506,Managing the risk and opportunity of foreign currencies,633993061,Devises : gestion des risques et des possibilités
636481123,Episode 9: The ongoing recovery – Q3 2020 review and outlook,636481795,Épisode 9 : La reprise se poursuit – examen du troisième trimestre de 2020 et perspectives
637121488,Episode 10: Special episode: U.S. election discussion – What could happen and what does it mean for you?,637121446,Épisode spécial du balado L’Analyste MD
637131523,The Bank of Canada is committed to monetary policy stimulus,637132045,La Banque du Canada maintient sa politique de détente monétaire
637845286,"Of course, the pandemic has impacted the U.S. election too",637846525,La pandémie n’aura pas épargné l’élection américaine
638144275,"While we wait for the election result, the Fed decided to hold on rates",638145322,"Dans l’attente des résultats électoraux, la Réserve fédérale maintient ses taux"
639477955,"Our strategy is sound, regardless of who wins the U.S. election",639480538,Une stratégie solide peu importe le président des États-Unis
640355221,Cryptocurrency: More speculative investment than actual currency,640355605,Cryptomonnaie : un placement spéculatif plus qu’une véritable monnaie
641318452,Episode 11: Making a difference with responsible investing,645136996,Faire une différence grâce aux placements responsables
641662681,Bank of Canada: It’s probably going to be a while before rates change,641663377,Banque du Canada : les taux ne bougeront probablement pas avant un certain temps
642359734,Dancing to the same tune: The Fed maintains low rates and supportive policy,642360874,La Réserve fédérale persiste et signe : maintien des bas taux et des politiques d’aide
644065546,2021 Outlook: A rebound year for health and economic prosperity?,644053570,Que nous réserve 2021 : un retour à la santé et à la prospérité économique?
645466453,"Optimistic Bank of Canada holds rates steady, reinforces commitment to support",645467398,"Optimiste, la Banque du Canada maintient ses taux et renforce son engagement économique"
645780022,"Episode 12: Looking back at 2020 (surprise, it was pretty good for investors) and looking forward to 2021",646002919,Retour sur 2020 (étonnamment favorable aux investisseurs) et regard prospectif sur 2021
646106203,Fed holds benchmark rate steady as U.S. economic recovery slows,646116265,La Fed maintient son taux de référence vu le ralentissement de la reprise aux États-Unis 
646445326,What’s happening with GameStop stock?,646462195,GameStop : pourquoi tout ce tapage?
648423280,Episode 13: Introducing the MD Platinum™ Global Private Credit Pool,648531712,Épisode 13 : Présentation du Fonds collectif de crédit privé mondial Platine MD?
648531421,"Investing in private credit: Bond-like stability, equity-like returns",648531505,Investir dans le crédit privé : la stabilité des obligations alliée au potentiel des actions
649864969,Yielding to change: What does a spike in bond yields mean for fixed income investors?,649872112,Que signifie la poussée des taux obligataires pour les détenteurs de titres à revenu fixe?
650121529,"One year later, the Bank of Canada keeps rates low and marches on with support",650123032,"Un an plus tard, la Banque du Canada garde les taux bas et maintient ses mesures d’aide"
650785831,"The Fed notes improving economy, higher inflation, but expects to hold rates until 2023",650788072,"Fed : amélioration de l’activité économique, montée de l’inflation, et maintien du taux directeur jusqu’en 2023"
652417606,"Episode 14: Inflation – Too hot? Too cold? Or, just right?",652485211,"Épisode 14 : Inflation : trop, trop peu ou juste assez?"
653636416,Federal budget 2021: Highlights for physicians,653636809,Budget fédéral 2021 : Faits saillants pour les médecins
653641333,The value of financial advice,653828965,La valeur des conseils financiers
653953780,Bank of Canada cuts back on bond-buying program; gives growth forecast a boost,653954353,La Banque du Canada réduit ses achats d’obligations et revoit à la hausse ses prévisions de croissance
654204346,Episode 15: Ongoing recovery and interesting changes in global markets,654535144,Épisode 15 : Poursuite de la reprise et évolution intéressante des marchés mondiaux
654509248,"Fed holds the line on rates, asset buying",654511015,La Réserve fédérale américaine garde sa ligne de conduite
657306826,The risk/reward profile for bonds is changing,657377305,Obligations : évolution du profil risque-rendement
658401845,ExxonMobil: Exercising shareholder rights for climate change and better performance,658402664,ExxonMobil : actions pour de meilleurs rendements et pour la cause environnementale
658639865,Bank of Canada: Target rate to stay put until later in 2022,,
659324042,Episode 16: The financial planning and investing landscape for Canada’s physicians,659929421,Épisode 16 : La planification financière et l’univers des placements des médecins canadiens
659414585,Fed stays put on rates but dot plots rise,659415425,"La Réserve fédérale maintient ses taux, malgré la courbe ascendante des graphiques par points"
660667439,Episode 17: Why cryptocurrencies like Bitcoin don’t fit in our investment philosophy,661086752,Épisode 17 : Raisons de l’incompatibilité entre les cryptomonnaies comme Bitcoin et nos principes de placement
661612463,Feel the need for speed in your portfolio? Ignore the speculators and keep your eyes focused on the road ahead,661616129,Envie de propulser la croissance de votre portefeuille? Ignorez les spéculateurs et regardez loin devant
661941479,"Amidst mostly positive news, the Bank of Canada eases up on bond purchases, keeps rates steady",661955624,La Banque du Canada ajoute à l’ambiance positive : réduction des achats d’obligations et maintien des taux
663079237,"Episode 18: What’s up with fixed income, inflation and the global economy as we try to stomp out the pandemic?",663618103,"Épisode 18 : Le point sur les titres à revenu fixe, l’inflation et l’économie mondiale au cœur de la pandémie"
663099499,"Still waiting…Fed holds on interest rates, asset purchases as virus continues to weigh on outlook",,
664719394,What you need to know about inflation and why headlines are likely overblown,,
666003536,Bank of Canada: No changes for September,666004238,Banque du Canada : maintien du statu quo pour septembre
666768707,"So, another minority Liberal government.  What now?",666778970,Un gouvernement libéral minoritaire : retour à la case départ?
666825434,No tantrum after the Fed’s taper talk,666826514,Calme après l’annonce du retrait progressif imminent des mesures de la Fed
435883604,Infographic: Is incorporation right for your medical practice?,435883790,Résumé infographique : Devriez-vous vous constituer en société?
445557182,Why you may want to diversify with emerging market equities,,
469870022,Growth through compounding,,
471428828,The final login,,
514767541,Putting market volatility in perspective,514769254,Remettre la volatilité des marchés en perspective
514769017,Registered disability savings plans,,
537634849,How Canadian physicians are preparing for retirement,,
562228653,Planning for retirement - focus on lifestyle first,,
565847346,Pursuing a fulfilling retirement,,
580374802,Best order for drawing your your retirement income,,
622414172,Real cost of owning a home,,
624756101,Investing Regularly: The power of a pre-authorized contribution plan,,
544930198,What type of investor are you?,,
567752024,What's the best order for drawing your retirement income,567796690,Dans quel ordre utiliser vos sources de revenus à la retraite
485792954,Introduction to medical practice incorporation,485801087,L’ABC de la constitution en société pour les médecins
485792957,Optimizing your finances as an incorporated physician,485801090,L’optimisation des finances : un guide pour les médecins exerçant en société
485792960,Retiring as an incorporated physician,485801093,La retraite pour les médecins exerçant en société
485792963,Estate planning for incorporated physicians,485801096,La planification successorale pour les médecins exerçant en société
493118714,"MD Advisors Are Here for You, Today and Always",,
493118717,"MD Advisors Are Here for You, Today and Always",,
503750663,"MD Advisors Are Here for You, Today and Always - Ty Saunders",,
505773979,"MD Advisors Are Here for You, Today and Always - Margaret Mayhew",,
535112311,"MD Advisors Are Here for You, Today and Always - Elizabeth Giami",,
535112314,"MD Advisors Are Here for You, Today and Always - Suzanne Verreault & Joanne Paquin",,
542204467,Your retirement journey,,
542204470,"Women, wealth and wisdom",,
544870210,I’m a student: Why do I need a financial plan?,,
547323791,Summer 2019: We remain optimistic on macroeconomic conditions,,
548213432,Summer 2019: MD funds and portfolios continue to demonstrate strength,,
558928836,Medical Practice Incorporation,,
573391394,Fall 2019: We are cautiously optimistic given mixed global economic signals,,
573404304,Fall 2019: MD funds and portfolios continue to help investors achieve their financial goals,,
574806092,Investing 101 – Setting clear goals,574803952,Introduction aux placements – Se fixer des objectifs clairs
575299272,Investing 101 – Understanding different account types,575296332,Introduction aux placements – Comprendre les différents genres de comptes
598471173,Winter 2019: MD Funds and Portfolios continue to produce strong results,,
598471176,Winter 2019: Global stock markets rally to end the quarter and the decade,,
631135805,Life insurance 101 for Canadian physicians,632121601,Introduction à l’assurance vie pour les médecins canadiens
631135823,Pay down debt or invest? Advice for physicians,632121595,Rembourser ses dettes ou placer son argent? Des conseils pour les médecins.
631135826,Home buying 101 for Canadian physicians,632121592,Introduction à l’achat d’une maison pour les médecins canadiens
631135829,Financial planning 101 for Canadian physicians,632121589,Introduction à la planification financière pour les médecins canadiens
484979075,Introduction to medical practice incorporation,484979135,L’ABC de la constitution en société pour les médecins
485027543,Retiring as an incorporated physician,485027627,La retraite pour les médecins exerçant en société
485679167,Optimizing your finances as an incorporated physician,485679170,L’optimisation des finances : un guide pour les médecins exerçant en société
486623852,Estate planning for incorporated physicians,486623900,La planification successorale pour les médecins exerçant en société
493123709,Global private real estate investing primer,,
493139993,Understanding robo-advisors,,
527920600,MD Physician Retirement Readiness Study,527928685,Enquête de MD sur la préparation à la retraite des médecins
562231557,Pre-retirement goal-setting,,
589622751,MD Physician Financial Literacy Study,589622760,Enquête de MD sur la culture financière des médecins
657380776,Dr. Fleet presentation,,
660489776,Case Study TALAN,,
667224512,2021 MD Physician Retirement Readiness Study,,
562630296,Healthcare+ Medical Resident Banking,,
562630299,Healthcare+ Medical Student Banking,,
562630302,Healthcare+ Practising Physician Business Banking,,
562630305,Healthcare+ Practicing Physician Personal and Private Banking,,
562630308,Healthcare+ Retired Physician Personal and Private Banking,,
562630311,Physician banking program,,
623233778,Asset allocation and client goals,,
608937012,COVID-19: A roundup of economic relief measures for Albertans,611645745,COVID-19 : aperçu des mesures d’aide financière aux Albertains
609198447,COVID-19: A roundup of economic relief measures for New Brunswickers,609349509,COVID-19 : aperçu des mesures d’aide financière aux Néo Brunswickois
609240360,COVID-19: A roundup of economic relief measures for Nova Scotians,613329249,COVID-19 : aperçu des mesures d’aide financière aux Néo-Écossais
609250326,COVID-19: A roundup of economic relief measures for British Columbians,612452709,COVID-19 : aperçu des mesures d’aide financière aux Britanno-Colombiens
609322341,COVID-19: A roundup of economic relief measures for Ontarians,609711378,COVID-19 : aperçu des mesures d’aide financière aux Ontariens
609672966,COVID-19: A roundup of economic relief measures for P.E.I.,612317403,COVID-19 : aperçu des mesures d’aide financière aux Insulaires
609821634,COVID-19: A roundup of economic relief measures for Saskatchewan,611598978,COVID-19 : aperçu des mesures d’aide financière aux Saskatchewanais
609930348,COVID-19: A roundup of economic relief measures for Newfoundland and Labrador,612323976,COVID-19 : aperçu des mesures d’aide financière aux Terre-Neuviens
610089198,COVID-19: A roundup of economic relief measures for Quebecers,610090371,COVID-19 : aperçu des mesures d’aide financière aux Québécois
610093428,COVID-19: A roundup of economic relief measures for Manitoba,610095900,COVID-19 : aperçu des mesures d’aide financière aux Manitobains
610098729,COVID-19: A roundup of economic relief measures for Yukon,610651668,COVID-19 : aperçu des mesures d’aide financière aux Yukonnais
610102404,COVID-19: A roundup of economic relief measures for the Northwest Territories,610644789,COVID-19 : aperçu des mesures d’aide financière aux Ténois
628602326,Bringing estate planning to the forefront,,
630472562,B.C. CPRSP benefit program review,,
630593228,Market and Economic Update | Canadian Association of Radiologists,,
630921875,P&A Template,,
631051229,MD Partner Exclusive: Your Retirement Journey with Dr. Amy D'Aprix,,
633806938,We want to hear from you!,,
633982519,Stream Placeholder Tile (DO NOT DELETE),,
637565473,Unique tax planning considerations for 2020,,
642801754,Your Financial Resolutions — Webinar Series,,
646450744,Unique tax filing considerations for 2020,,
648378619,Fellowship considerations,,
650639296,Insurance Innovation: Risk management for physicians,,
651924673,Investing Responsibly,,
653613082,Virtual Care: Secure Messaging in the Era of COVID-19 and Beyond,,
653617423,MD Platinum™ Global Private Credit Pool,,
654384610,DIY investing as part of your financial plan,,
656226964,Virtual Care Webinar | FAQs and References,,
657715256,Invest in you: financial wellbeing for women,,
658411799,Performance excellence in challenging times,,
659098943,Answering your questions | MD Platinum™ Global Private Credit Pool,,
663517363,The business side of medicine: The journey into your medical practice,,
665940722,Replay: Performance excellence in challenging times,665941067,Rediffusion : Exceller dans l'adversité
666300677,Curious about incorporating?,,
667087823,"Planning ahead: When, why and how best to wind down your corporation",,
634807561,Part 4: What makes a good investment portfolio,636544450,Partie 4 : À quoi reconnaître un bon portefeuille de placements
635521135,Part 1: Setting clear goals,636512128,Partie 1 : Se fixer des objectifs clairs
635524084,Part 2: Understanding different account types,636522817,Partie 2 : Comprendre les différents genres de comptes
635525101,Part 3: Deciding how you want to invest,636529819,Partie 3 : Choisir votre façon d’investir
635525728,Part 5: How to evaluate your investments,636545866,Partie 5 : Évaluer votre portefeuille de placements
635526229,Part 6: Understanding investment fees,636546862,Partie 6 : Comprendre les frais de placement
635696752,Investing 101: e-learning modules complete,636552709,Vous avez terminé les modules de cyberapprentissage!
636110287,Everything you need to know to start investing,,
645687400,Insurance Overview,,
645687403,Estate and Trust Overview,,
645687406,MD Signature Brochure,,
645687409,Financial Planning Overview,,
645687412,HealthCare+ physician banking program,,
645687415,MD Private Investment Counsel,,
645688828,What we can do for physicians,,
651795646,Video: 2020 Tax Tips for Medical Students,651795703,Vidéo : Impôt 2020 et étudiants en médecine
651795649,Video: 2020 Tax Tips for Retired Physicians,651795706,Vidéo : Impôt 2020 et médecins retraités
651795652,Video: 2020 Tax Tips for Resident Physicians,651795709,Vidéo : Impôt 2020 et médecins résidents
651795655,Video: 2020 Tax Tips for Physicians,651795712,Vidéo : Impôt 2020 et médecins
654401938,Video: MD employees say thank you on National Physicians Day,,
660467603,Go paperless with My MD,,
660467606,We’ve launched a whole new My MD,,
665171684,Behind the Mask,665171744,Derrière le masque
664014850,test content,,
664614889,"Webinar | Starting your family financial considerations (September 22, 2020)",,
664614892,"Webinar | RRSP vs TFSA (June 23, 2020)",,
664614895,"Webinar | Introduction to Incorporation (June 12, 2020)",,
664614898,"Webinar | Intro to Insurance (May 12, 2020)",,
664614901,"Webinar | Estate planning considerations (October 10, 2020)",,
664614904,"Webinar | Banking for Physicians (July 7, 2020)",,
664614907,"Webinar | 1st time Home Buyer (June 9, 2020)",,
